1,"531318196507019109","郑永军",1,"17737104515"
2,"230107200207012842","舒明亮",1,"15283167110"
3,"211812195807016946","江萍",1,"16560112104"
4,"350904199507012381","谭春梅",1,"16604164109"
5,"650104196107013186","柯宇荣",1,"15689558135"
6,"611216197107010064","韦明辉",1,"17297857922"
7,"212705199807010667","洪玉英",1,"16919639420"
8,"232706197907018237","萧秋香",1,"17071960968"
9,"332920198207013087","严海燕",1,"15746787118"
10,"452607199207013698","贺天军",1,"19528317248"
11,"421120195607014533","段春明",1,"19622837544"
12,"631602196407014369","姚德才",1,"17828457126"
13,"63101319740701823X","谢春兰",1,"19216639348"
14,"142520199407010785","莫新强",1,"15636162071"
15,"14150619730701997X","卢建辉",1,"13692071190"
16,"462320198507016470","吴银凤",1,"13053581816"
17,"641605199807016077","萧建文",1,"13316036558"
18,"341606198307017680","夏小强",1,"14713336725"
19,"231919199907014915","唐银花",1,"19829219062"
20,"412912196507016192","牛毅",1,"13048201083"
21,"141314197807011068","姜银凤",1,"19560060217"
22,"132910197607014762","高秋霞",1,"19358689811"
23,"46260419710701796X","彭秋香",1,"13043479398"
24,"45110519880701332X","司徒永福",1,"17757109572"
25,"500415198907014138","涂银凤",1,"16532281756"
26,"641601198807011348","郝丽",1,"13941555284"
27,"221914200407019754","长孙玉红",1,"19352382214"
28,"642807198107018610","邵雪梅",1,"19621935576"
29,"351716200107017432","凌俊贵",1,"13183916627"
30,"41280419940701813X","孔雪梅",1,"17449888962"
31,"652302198407017970","庞永胜",1,"16665131457"
32,"641501196407015302","齐杰福",1,"19802606785"
33,"410215199207016396","司徒明星",1,"19670198155"
34,"222920198107016277","林文彬",1,"19518793052"
35,"233001195707010275","孟宝珍",1,"15151106734"
36,"320904195907019079","周长明",1,"18728970485"
37,"501505198307019318","章国庆",1,"18024676748"
38,"630905198707012385","安志军",1,"18389091840"
39,"221212196807017715","曹桂英",1,"19596469351"
40,"330516196107018377","董丽敏",1,"15188274261"
41,"441704197707013840","白银强",1,"14522798391"
42,"330106197707018194","盛冬梅",1,"17967931120"
43,"352717198907011781","胡杰荣",1,"19760673081"
44,"130307199907011906","符海涛",1,"19547029738"
45,"120916200607017938","丁秀霞",1,"19961544268"
46,"330905199807019836","郝新荣",1,"16837276195"
47,"323009200307010870","谭海荣",1,"17409366724"
48,"352407197207016553","戴文静",1,"18590131886"
49,"131506198407013105","陶德明",1,"19971655397"
50,"231506196007011498","崔明亮",1,"15076196301"
51,"141815197607012238","石杰",1,"18419122704"
52,"112701197507011475","范海荣",1,"15344220508"
53,"152619197307019902","文浩强",1,"14958956784"
54,"430502200307013903","申银明",1,"15394859786"
55,"131103199607014229","阎金生",1,"13534872786"
56,"212012197307016516","严俊强",1,"15033755879"
57,"420407196207016141","齐长富",1,"17387292515"
58,"430216198307016452","罗子轩",1,"18176269467"
59,"132703195607011648","霍秋燕",1,"17817557060"
60,"521203195707010516","聂宝山",1,"18438389256"
61,"152309197207014291","龙志刚",1,"15735844873"
62,"621005196307010912","夏侯文丽",1,"15079230473"
63,"351308196007013580","单春燕",1,"17941744583"
64,"422505198107013182","尚天辉",1,"16662301824"
65,"531619198007015197","莫丽君",1,"18148779918"
66,"452418200507011874","万玉英",1,"19881599257"
67,"520109199307010779","凌子福",1,"16988672380"
68,"220519198407019753","章金明",1,"13707389795"
69,"451106199607019621","侯宇轩",1,"13974957907"
70,"442118200407015028","谢丽丽",1,"18519895725"
71,"341817201707016024","倪雪莲",2,"13834952101"
72,"640310201207013634","李金明",2,"19340641362"
73,"31050720170701260X","欧阳新明",2,"14523009569"
74,"541016202207016951","吴志勇",2,"19052914036"
75,"532119202207016760","汤玉霞",2,"18465837326"
76,"411817202107012786","蓝国军",2,"18488425938"
77,"332107202207013516","钟玉兰",2,"13300795204"
