1,"531318196507019109","郑永军",1,"17737104515",0
2,"230107200207012842","舒明亮",1,"15283167110",0
3,"211812195807016946","江萍",1,"16560112104",0
4,"350904199507012381","谭春梅",1,"16604164109",0
5,"650104196107013186","柯宇荣",1,"15689558135",0
6,"611216197107010064","韦明辉",1,"17297857922",0
7,"212705199807010667","洪玉英",1,"16919639420",0
8,"232706197907018237","萧秋香",1,"17071960968",0
9,"332920198207013087","严海燕",1,"15746787118",0
10,"452607199207013698","贺天军",1,"19528317248",0
11,"421120195607014533","段春明",1,"19622837544",0
12,"631602196407014369","姚德才",1,"17828457126",0
13,"63101319740701823X","谢春兰",1,"19216639348",0
14,"142520199407010785","莫新强",1,"15636162071",0
15,"14150619730701997X","卢建辉",1,"13692071190",0
16,"462320198507016470","吴银凤",1,"13053581816",0
17,"641605199807016077","萧建文",1,"13316036558",0
18,"341606198307017680","夏小强",1,"14713336725",0
19,"231919199907014915","唐银花",1,"19829219062",0
20,"412912196507016192","牛毅",1,"13048201083",0
21,"141314197807011068","姜银凤",1,"19560060217",0
22,"132910197607014762","高秋霞",1,"19358689811",0
23,"46260419710701796X","彭秋香",1,"13043479398",0
24,"45110519880701332X","司徒永福",1,"17757109572",0
25,"500415198907014138","涂银凤",1,"16532281756",0
26,"641601198807011348","郝丽",1,"13941555284",0
27,"221914200407019754","长孙玉红",1,"19352382214",0
28,"642807198107018610","邵雪梅",1,"19621935576",0
29,"351716200107017432","凌俊贵",1,"13183916627",0
30,"41280419940701813X","孔雪梅",1,"17449888962",0
31,"652302198407017970","庞永胜",1,"16665131457",0
32,"641501196407015302","齐杰福",1,"19802606785",0
33,"410215199207016396","司徒明星",1,"19670198155",0
34,"222920198107016277","林文彬",1,"19518793052",0
35,"233001195707010275","孟宝珍",1,"15151106734",0
36,"320904195907019079","周长明",1,"18728970485",0
37,"501505198307019318","章国庆",1,"18024676748",0
38,"630905198707012385","安志军",1,"18389091840",0
39,"221212196807017715","曹桂英",1,"19596469351",0
40,"330516196107018377","董丽敏",1,"15188274261",0
41,"441704197707013840","白银强",1,"14522798391",0
42,"330106197707018194","盛冬梅",1,"17967931120",0
43,"352717198907011781","胡杰荣",1,"19760673081",0
44,"130307199907011906","符海涛",1,"19547029738",0
45,"120916200607017938","丁秀霞",1,"19961544268",0
46,"330905199807019836","郝新荣",1,"16837276195",0
47,"323009200307010870","谭海荣",1,"17409366724",0
48,"352407197207016553","戴文静",1,"18590131886",0
49,"131506198407013105","陶德明",1,"19971655397",0
50,"231506196007011498","崔明亮",1,"15076196301",0
51,"141815197607012238","石杰",1,"18419122704",0
52,"112701197507011475","范海荣",1,"15344220508",0
53,"152619197307019902","文浩强",1,"14958956784",0
54,"430502200307013903","申银明",1,"15394859786",0
55,"131103199607014229","阎金生",1,"13534872786",0
56,"212012197307016516","严俊强",1,"15033755879",0
57,"420407196207016141","齐长富",1,"17387292515",0
58,"430216198307016452","罗子轩",1,"18176269467",0
59,"132703195607011648","霍秋燕",1,"17817557060",0
60,"521203195707010516","聂宝山",1,"18438389256",0
61,"152309197207014291","龙志刚",1,"15735844873",0
62,"621005196307010912","夏侯文丽",1,"15079230473",0
63,"351308196007013580","单春燕",1,"17941744583",0
64,"422505198107013182","尚天辉",1,"16662301824",0
65,"531619198007015197","莫丽君",1,"18148779918",0
66,"452418200507011874","万玉英",1,"19881599257",0
67,"520109199307010779","凌子福",1,"16988672380",0
68,"220519198407019753","章金明",1,"13707389795",0
69,"451106199607019621","侯宇轩",1,"13974957907",0
70,"442118200407015028","谢丽丽",1,"18519895725",0
71,"341817201707016024","倪雪莲",2,"13834952101",0
72,"640310201207013634","李金明",2,"19340641362",0
73,"31050720170701260X","欧阳新明",2,"14523009569",0
74,"541016202207016951","吴志勇",2,"19052914036",0
75,"532119202207016760","汤玉霞",2,"18465837326",0
76,"411817202107012786","蓝国军",2,"18488425938",0
77,"332107202207013516","钟玉兰",2,"13300795204",0
78,"332814202007015965","孔伟",2,"15846892065",0
79,"152509202307010057","龙冬梅",2,"13181994181",0
80,"63161420160701029X","倪丽芳",2,"15194435544",0
81,"630808201507012178","陈俊杰",2,"17381785403",0
82,"21210420190701691X","莫军",2,"15891256198",0
83,"330703201407012906","宋春芳",2,"15292336209",0
84,"531115202207013862","尹嘉荣",2,"19113905235",0
85,"322119201407016833","贺小敏",2,"19519368237",0
86,"421309200607019744","许金宝",3,"19371206070",4
87,"221418200907016101","邓宝珠",3,"18146030981",4
88,"631305201107011699","牛强",3,"17397373264",4
89,"612520200807016359","邹秋燕",3,"15332830254",4
90,"212602200907016936","任小生",3,"15265264468",4
91,"522907201107016781","梅明华",3,"14933943751",4
92,"622017200207011374","庞建文",3,"19547132260",4
93,"541815200407011598","袁冬杰",3,"15524248396",4
94,"150412200807012974","史德武",3,"14714729619",4
95,"431107201007013296","鲁雪梅",3,"15731339229",4
96,"130319199007012140","包海荣",4,"15057291234",0
97,"422806198407012555","郑金生",4,"18106645042",0
98,"140810199407011026","牛志明",4,"13648604643",0
99,"221308199807018296","庞宝林",5,"15113115462",0
100,"342814199007015188","许玉华",5,"15689553452",0
101,"33251920030701352X","余银明",1,"19840302468",0
102,"511919200007014613","熊丽娟",1,"18822778282",0
103,"44011120010701078X","崔福生",1,"17970310781",0
104,"310518197007013732","欧秀娟",1,"14507473505",0
105,"450416195707019178","戴志明",1,"19179580612",0
106,"501615197607019188","季丽萍",1,"18259447882",0
107,"352304200407012469","孙子荣",1,"19043588040",0
108,"340110200407017318","苗秋霞",1,"15351195234",0
109,"232018199907012499","聂金凤",1,"15061387672",0
110,"210913200007018999","兰文彬",1,"19075187426",0
111,"43131320030701821X","毛秀琴",1,"19263796665",0
112,"150614200007019346","蔡俊生",1,"13150775202",0
113,"230217197707011815","章杰",1,"17447386312",0
114,"461020197407015778","文银梅",1,"14557252209",0
115,"642415196407010214","韦宇明",1,"13714229329",0
116,"12020419620701193X","刘光远",1,"17527740586",0
117,"362907196407016341","刘浩福",1,"17793772778",0
118,"410819195807017675","顾宝玉",1,"18682364933",0
119,"652313196107017506","林雪梅",1,"17825101534",0
120,"510308197907017409","姚俊华",1,"19293142004",0
121,"321105196007012515","慕容银生",1,"19126497828",0
122,"220710200407019845","武国富",1,"17149800771",0
123,"532111198207013252","尚春华",1,"18246396615",0
124,"411409196907016793","秦光耀",1,"15760617653",0
125,"370509200407019008","文银宝",1,"16717938843",0
126,"342013197007016974","李春红",1,"14799532418",0
127,"45221119850701974X","易小华",1,"17897554303",0
128,"620112198107016903","朱天福",1,"13312302880",0
129,"211118200107015444","曾玉红",1,"17407824161",0
130,"652510200107010380","谷国平",1,"17716948790",0
131,"361207196907012110","庄建明",1,"18396781467",0
132,"452213197007013921","柳玉珍",1,"17415220952",0
133,"410205198107017722","耿秀珍",1,"18249568542",0
134,"133017199407011730","龚春燕",1,"18383275433",0
135,"520320200407017358","郝秀琴",1,"18162008022",0
136,"122402199307011914","夏志军",1,"14598327284",0
137,"513020196507012402","林建平",1,"18837797353",0
138,"362202198907019724","程明珠",1,"18930829916",0
139,"332208199807012418","贾玉华",1,"18024231714",0
140,"31090519930701279X","谷国辉",1,"17503090095",0
141,"332304196407015675","卢冬梅",1,"19959090295",0
142,"46131719590701640X","袁玉梅",1,"16840695978",0
143,"650513198607019135","韦俊辉",1,"17021911938",0
144,"641320196107014744","蔡冬梅",1,"15062744830",0
145,"432418196807016658","杨明强",1,"18927957730",0
146,"222514198707017549","程宇明",1,"17901585843",0
147,"502413199707011534","程金梅",1,"13131198301",0
148,"440119198907012987","钟宝华",1,"16937230015",0
149,"620620200507011359","廖银强",1,"18549988185",0
150,"322907196307018262","祝光杰",1,"17810126352",0
151,"222813200107015371","孙建平",1,"17141919956",0
152,"611818196907016297","顾国辉",1,"13594271226",0
153,"312010197607018442","邱娟",1,"17480315871",0
154,"121012195707013777","毕春生",1,"13278066687",0
155,"130303199207016647","上官丽娜",1,"14724225126",0
156,"510619195607010770","倪福全",1,"15655003775",0
157,"132502197907016514","戴海涛",1,"15715030540",0
158,"351817196107018956","黄小刚",1,"13696970281",0
159,"612120197307011248","毛冬雪",1,"13273275540",0
160,"500418199307010057","周小娟",1,"13536130103",0
161,"210106198407018480","魏涛",1,"13926541424",0
162,"341213197807019567","欧俊明",1,"18663795140",0
163,"352111196907012274","史春燕",1,"13625153369",0
164,"520217196307016910","谭金兰",1,"15867041691",0
165,"140715200507019000","韦玉兰",1,"18951210930",0
166,"351916196507013088","李德才",1,"15790343331",0
167,"641407199707016856","诸葛天福",1,"13452719644",0
168,"511204196707016255","张银梅",1,"13094918382",0
169,"362202197407016071","梁宝玉",1,"17717486150",0
170,"630514195707016205","宇文冬生",1,"18309637163",0
171,"451413201507018453","龙海燕",2,"15591179635",0
172,"372001202007019757","诸葛金霞",2,"19846006415",0
173,"122501202207017247","张冬雪",2,"17570964356",0
174,"222520202007019881","上官志明",2,"16589199664",0
175,"451610201707016446","江嘉杰",2,"19622107198",0
176,"411703201907016875","石银生",2,"13754988180",0
177,"220212201907010759","欧阳冬红",2,"16856075721",0
178,"511411201307016377","翟银梅",2,"15078423483",0
179,"632718201507011625","韦长海",2,"18093621243",0
180,"513017201607018663","龚国栋",2,"19294662887",0
181,"231508202307014376","贾春兰",2,"18113831782",0
182,"152509202207011714","倪秋香",2,"15987821682",0
183,"340120201207012456","诸葛建平",2,"19967275305",0
184,"320913201207010684","梅海荣",2,"13752858683",0
185,"232116201307016173","丁丽霞",2,"13438564067",0
186,"541211201107017927","耿艳",3,"16714882049",4
187,"501016200507016957","翁金梅",3,"16799747586",4
188,"440311200407014863","凌天宇",3,"18649966539",4
189,"520215200607018869","公孙银凤",3,"18820838089",4
190,"360812200207017692","蓝大伟",3,"15337544816",4
